"record_status","record_type","service_line","internal_sku","supplier_item_name","tribunal_item_name","category","stock_uom","purchase_uom","units_per_purchase","current_purchase_price","current_unit_cost","cost_confidence","source_quantity","source_subtotal","quantity_on_hand","ownership","consumption_behavior","package_option","package_tags","item_tags","vendor","vendor_sku","external_variant_id","pricing_behavior","bom_rule","source_url","notes"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-150BK-D","RGBW+2 DEEP Pebble Complete Kit — 150 ft / Black / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 150 ft, Black, Dual Port WEC","complete_kit","kit","kit","1","1749.00","1749.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;150-ft;black;complete-kit","Minleon Permanent Lighting","KIT-CC-150BK-D","46663235960999","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-200W-D","RGBW+2 DEEP Pebble Complete Kit — 200 ft / White / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 200 ft, White, Dual Port WEC","complete_kit","kit","kit","1","2199.00","2199.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;200-ft;white;complete-kit","Minleon Permanent Lighting","KIT-CC-200W-D","46663236026535","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-200S-D","RGBW+2 DEEP Pebble Complete Kit — 200 ft / Sand / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 200 ft, Sand, Dual Port WEC","complete_kit","kit","kit","1","2199.00","2199.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;200-ft;sand;complete-kit","Minleon Permanent Lighting","KIT-CC-200S-D","46663236157607","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-200LB-D","RGBW+2 DEEP Pebble Complete Kit — 200 ft / Light Brown / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 200 ft, Light Brown, Dual Port WEC","complete_kit","kit","kit","1","2199.00","2199.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;200-ft;light-brown;complete-kit","Minleon Permanent Lighting","KIT-CC-200LB-D","48097754448039","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-200BR-D","RGBW+2 DEEP Pebble Complete Kit — 200 ft / Brown / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 200 ft, Brown, Dual Port WEC","complete_kit","kit","kit","1","2199.00","2199.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;200-ft;brown;complete-kit","Minleon Permanent Lighting","KIT-CC-200BR-D","46663236059303","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-200G-D","RGBW+2 DEEP Pebble Complete Kit — 200 ft / Grey / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 200 ft, Grey, Dual Port WEC","complete_kit","kit","kit","1","2199.00","2199.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;200-ft;grey;complete-kit","Minleon Permanent Lighting","KIT-CC-200G-D","46663236092071","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-200BK-D","RGBW+2 DEEP Pebble Complete Kit — 200 ft / Black / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 200 ft, Black, Dual Port WEC","complete_kit","kit","kit","1","2199.00","2199.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;200-ft;black;complete-kit","Minleon Permanent Lighting","KIT-CC-200BK-D","46663236124839","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-400W-D","RGBW+2 DEEP Pebble Complete Kit — 400 ft / White / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 400 ft, White, Dual Port WEC","complete_kit","kit","kit","1","4099.00","4099.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;400-ft;white;complete-kit","Minleon Permanent Lighting","KIT-CC-200W-D","46663236190375","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided; supplier SKU is duplicated/mislabeled as KIT-CC-200W-D, so the internal SKU and Shopify variant ID prevent merging"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-400S-D","RGBW+2 DEEP Pebble Complete Kit — 400 ft / Sand / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 400 ft, Sand, Dual Port WEC","complete_kit","kit","kit","1","4099.00","4099.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;400-ft;sand;complete-kit","Minleon Permanent Lighting","KIT-CC-400S-D","46663236321447","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-400LB-D","RGBW+2 DEEP Pebble Complete Kit — 400 ft / Light Brown / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 400 ft, Light Brown, Dual Port WEC","complete_kit","kit","kit","1","4099.00","4099.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;400-ft;light-brown;complete-kit","Minleon Permanent Lighting","KIT-CC-400LB-D","48097754546343","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-400BR-D","RGBW+2 DEEP Pebble Complete Kit — 400 ft / Brown / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 400 ft, Brown, Dual Port WEC","complete_kit","kit","kit","1","4099.00","4099.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;400-ft;brown;complete-kit","Minleon Permanent Lighting","KIT-CC-200BR-D","46663236223143","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided; supplier SKU is duplicated/mislabeled as KIT-CC-200BR-D, so the internal SKU and Shopify variant ID prevent merging"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-400G-D","RGBW+2 DEEP Pebble Complete Kit — 400 ft / Grey / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 400 ft, Grey, Dual Port WEC","complete_kit","kit","kit","1","4099.00","4099.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;400-ft;grey;complete-kit","Minleon Permanent Lighting","KIT-CC-400G-D","46663236255911","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","KIT-CC-400BK-D","RGBW+2 DEEP Pebble Complete Kit — 400 ft / Black / Dual Port WEC","Minleon RGBW+2 DEEP Pebble System — 400 ft, Black, Dual Port WEC","complete_kit","kit","kit","1","4099.00","4099.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;DEEP-Pebble;dual-port-WEC;400-ft;black;complete-kit","Minleon Permanent Lighting","KIT-CC-400BK-D","46663236288679","inventory_cost","Choose one complete kit per system","https://minleonpermanentlighting.com/products/100-ft-rgb-starter-pack-minleon-permanent-lighting-demo-kit","SNAPSHOT 2026-08-21: live Dual Port WEC variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","RGB+PT-12B","Power-T — Black","Minleon RGBW Power-T — Black","power_injection","each","each","1","25.95","25.95000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;Power-T;power-injection;black","Minleon Permanent Lighting","RGB+PT-12B","46626318614695","inventory_cost","As required after 200 lights; one is included in the 400-ft kit","https://minleonpermanentlighting.com/products/minleon-permanent-lighting-rgb-power-t","SNAPSHOT 2026-08-21: live variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","RGB+PT-12W","Power-T — White","Minleon RGBW Power-T — White","power_injection","each","each","1","25.95","25.95000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;Power-T;power-injection;white","Minleon Permanent Lighting","RGB+PT-12W","46626318647463","inventory_cost","As required after 200 lights; one is included in the 400-ft kit","https://minleonpermanentlighting.com/products/minleon-permanent-lighting-rgb-power-t","SNAPSHOT 2026-08-21: live variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","RGB+PT-12S","Power-T — Sand","Minleon RGBW Power-T — Sand","power_injection","each","each","1","25.95","25.95000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;Power-T;power-injection;sand","Minleon Permanent Lighting","RGB+PT-12S","46626318680231","inventory_cost","As required after 200 lights; one is included in the 400-ft kit","https://minleonpermanentlighting.com/products/minleon-permanent-lighting-rgb-power-t","SNAPSHOT 2026-08-21: live variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","RGB+BMT-4WB","Basic 4-Wire T — Black","Minleon RGBW Basic 4-Wire T — Black","splitter","each","each","1","9.95","9.95000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;4-wire-T;splitter;black","Minleon Permanent Lighting","RGB+BMT-4WB","46626313928871","inventory_cost","As required by branch layout; complete kits include quantities based on kit length","https://minleonpermanentlighting.com/products/minleon-permanent-lighting-rgb-basic-4-pin-t","SNAPSHOT 2026-08-21: live variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","RGB+BMT-4WW","Basic 4-Wire T — White","Minleon RGBW Basic 4-Wire T — White","splitter","each","each","1","9.95","9.95000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;4-wire-T;splitter;white","Minleon Permanent Lighting","RGB+BMT-4WW","46626313961639","inventory_cost","As required by branch layout; complete kits include quantities based on kit length","https://minleonpermanentlighting.com/products/minleon-permanent-lighting-rgb-basic-4-pin-t","SNAPSHOT 2026-08-21: live variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","RGB+BMT-4WS","Basic 4-Wire T — Sand","Minleon RGBW Basic 4-Wire T — Sand","splitter","each","each","1","9.95","9.95000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;4-wire-T;splitter;sand","Minleon Permanent Lighting","RGB+BMT-4WS","46626313994407","inventory_cost","As required by branch layout; complete kits include quantities based on kit length","https://minleonpermanentlighting.com/products/minleon-permanent-lighting-rgb-basic-4-pin-t","SNAPSHOT 2026-08-21: live variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","RGB+SR-B","Signal Booster (2 pieces) — Black","Minleon RGBW Signal Booster Kit — Black","signal_booster","each","each","1","25.00","25.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;signal-booster;sender;receiver;black","Minleon Permanent Lighting","RGB+2 SR","46626327494823","inventory_cost","One sender/receiver kit per spacer jump up to 200 ft","https://minleonpermanentlighting.com/products/minleon-permanent-lighting-rgb-signal-booster","SNAPSHOT 2026-08-21: live variant and price verified; on-hand quantity not provided; White and Sand share supplier SKU RGB+SRW, so the internal color SKU and Shopify variant ID prevent merging"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","RGB+SR-W","Signal Booster (2 pieces) — White","Minleon RGBW Signal Booster Kit — White","signal_booster","each","each","1","25.00","25.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;signal-booster;sender;receiver;white","Minleon Permanent Lighting","RGB+SRW","46626327527591","inventory_cost","One sender/receiver kit per spacer jump up to 200 ft","https://minleonpermanentlighting.com/products/minleon-permanent-lighting-rgb-signal-booster","SNAPSHOT 2026-08-21: live variant and price verified; on-hand quantity not provided; White and Sand share supplier SKU RGB+SRW, so the internal color SKU and Shopify variant ID prevent merging"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","RGB+SR-S","Signal Booster (2 pieces) — Sand","Minleon RGBW Signal Booster Kit — Sand","signal_booster","each","each","1","25.00","25.00000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW+2;signal-booster;sender;receiver;sand","Minleon Permanent Lighting","RGB+SRW","50897901912231","inventory_cost","One sender/receiver kit per spacer jump up to 200 ft","https://minleonpermanentlighting.com/products/minleon-permanent-lighting-rgb-signal-booster","SNAPSHOT 2026-08-21: live variant and price verified; on-hand quantity not provided; White and Sand share supplier SKU RGB+SRW, so the internal color SKU and Shopify variant ID prevent merging"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","RGB+5A-24V","Minleon 5 Amp Power Supply","Minleon 24V 5A RGBW Power Supply","power_supply","each","each","1","104.95","104.95000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;Minleon;RGBW;power-supply;24V;5A;120W;power-injection","Minleon Permanent Lighting","RGB+5A-24V","46626313797799","inventory_cost","As required for controller or Power-T injection; included in the 400-ft kit","https://minleonpermanentlighting.com/products/minleon-permanent-lighting-power-supply?variant=46626313797799","SNAPSHOT 2026-08-21: selected 5A variant and price verified; on-hand quantity not provided"
"NEEDS_PHYSICAL_COUNT","inventory_item","permanent_holiday","B08282SQPT","Gratury IP67 Waterproof ABS Junction Box — Grey 11.4 x 7.5 x 5.5 in","Permanent Lighting Controller Enclosure — IP67 Grey","controller_enclosure","each","each","1","24.99","24.99000","SNAPSHOT","","","","sold_to_customer","consume","Permanent Holiday Lighting — RGBW+2 DEEP Pebble","permanent_holiday;rgbw2;deep_pebble","permanent;holiday-lighting;controller-enclosure;IP67;grey;ABS;mandatory;one-per-system;amazon","Amazon","B08282SQPT","","inventory_cost","Required quantity 1 per permanent-lighting system","https://www.amazon.com/dp/B08282SQPT","NEEDS_ELECTRICAL_COMPLIANCE_VERIFICATION: listing does not confirm UL/NRTL approval for line-voltage equipment; drilled entries require rated cable glands"
"NEEDS_PHYSICAL_COUNT","inventory_item","christmas","XMAS-5MM-WW-70-4","Warm White 70ct 4in","5MM LED Mini Light Strand — Warm White, 70ct, 4in Spacing","5MM Lights","strand","strand","1","11.984","11.984","EXACT","","","","company_owned","checkout_return","Classic / Better — The Classic | Premier / Best — The Premier","classic;premier","christmas;leased;company-owned;5mm;mini-lights;70ct;4-in-spacing;warm-white;primary","Ewing","","","inventory_cost","","","Primary 5MM strand; count by strand; assign to job then inspect and return to storage"
"NEEDS_PHYSICAL_COUNT","inventory_item","christmas","XMAS-5MM-RED-70-4","Red 70ct 4in","5MM LED Mini Light Strand — Red, 70ct, 4in Spacing","5MM Lights","strand","strand","1","11.984","11.984","EXACT","","","","company_owned","checkout_return","Classic / Better — The Classic | Premier / Best — The Premier","classic;premier","christmas;leased;company-owned;5mm;mini-lights;70ct;4-in-spacing;red;multicolor-component","Ewing","","","inventory_cost","","","Multicolor component; do not create a separate multicolor SKU"
"NEEDS_PHYSICAL_COUNT","inventory_item","christmas","XMAS-5MM-GREEN-70-4","Green 70ct 4in","5MM LED Mini Light Strand — Green, 70ct, 4in Spacing","5MM Lights","strand","strand","1","11.984","11.984","EXACT","","","","company_owned","checkout_return","Classic / Better — The Classic | Premier / Best — The Premier","classic;premier","christmas;leased;company-owned;5mm;mini-lights;70ct;4-in-spacing;green;multicolor-component","Ewing","","","inventory_cost","","","Multicolor component; do not create a separate multicolor SKU"
"NEEDS_PHYSICAL_COUNT","inventory_item","christmas","XMAS-5MM-BLUE-70-4","Blue 70ct 4in","5MM LED Mini Light Strand — Blue, 70ct, 4in Spacing","5MM Lights","strand","strand","1","11.984","11.984","EXACT","","","","company_owned","checkout_return","Classic / Better — The Classic | Premier / Best — The Premier","classic;premier","christmas;leased;company-owned;5mm;mini-lights;70ct;4-in-spacing;blue;multicolor-component","Ewing","","","inventory_cost","","","Multicolor component; do not create a separate multicolor SKU"
"NEEDS_PHYSICAL_COUNT","inventory_item","christmas","XMAS-5MM-YELLOW-70-4","Yellow 70ct 4in","5MM LED Mini Light Strand — Yellow, 70ct, 4in Spacing","5MM Lights","strand","strand","1","11.984","11.984","EXACT","","","","company_owned","checkout_return","Classic / Better — The Classic | Premier / Best — The Premier","classic;premier","christmas;leased;company-owned;5mm;mini-lights;70ct;4-in-spacing;yellow;multicolor-component","Ewing","","","inventory_cost","","","Multicolor component; do not create a separate multicolor SKU"
"NEEDS_PHYSICAL_COUNT","inventory_item","christmas","XMAS-5MM-ORANGE-70-4","Orange 70ct 4in","5MM LED Mini Light Strand — Orange, 70ct, 4in Spacing","5MM Lights","strand","strand","1","11.984","11.984","EXACT","","","","company_owned","checkout_return","Classic / Better — The Classic | Premier / Best — The Premier","classic;premier","christmas;leased;company-owned;5mm;mini-lights;70ct;4-in-spacing;orange;multicolor-component","Ewing","","","inventory_cost","","","Multicolor component; do not create a separate multicolor SKU"
"NEEDS_PHYSICAL_COUNT","inventory_item","christmas","XMAS-C9-WW-SB-BULB","Warm White Superbrite Bulb","C9 Superbrite LED Bulb — Warm White","C9","each","each","1","0.6848","0.6848","EXACT","","","","company_owned","checkout_return","Essential / Good — The Essential | Classic / Better — The Classic | Premier / Best — The Premier","essential;classic;premier","christmas;leased;company-owned;C9;bulb;warm-white;superbrite;roofline","Ewing","","","inventory_cost","","","At 15in spacing use 0.8 bulbs per roofline foot; inspect and replace failed bulbs after takedown"
"NEEDS_PHYSICAL_COUNT","inventory_item","christmas","XMAS-C9-SOCKET-GRN-15","15in Green Socket Wire","C9 Green Socket Wire — 15in Spacing","C9","linear_ft","linear_ft","1","0.261","0.261","EXACT","","","","company_owned","checkout_return","Essential / Good — The Essential | Classic / Better — The Classic | Premier / Best — The Premier","essential;classic;premier","christmas;leased;company-owned;C9;socket-wire;green;15-in-spacing;roofline;cut-to-job","Ewing","","","inventory_cost","","","Track bulk footage before cutting and customer-specific assemblies after cutting"
"NEEDS_PHYSICAL_COUNT","inventory_item","christmas","XMAS-C9-TOUGH-CLIP","Tough Clip","C9 Tough Clip","C9","each","each","1","0.29","0.29","APPROXIMATE","","","","company_owned","checkout_return","Essential / Good — The Essential | Classic / Better — The Classic | Premier / Best — The Premier","essential;classic;premier","christmas;leased;company-owned;C9;tough-clip;roofline;hardware","Ewing","","","inventory_cost","","","Budget 0.8 clips per roofline foot at 15in spacing; expect breakage and loss attrition"
"VERIFIED_DERIVED","cost_rule","christmas","XMAS-C9-ASSEMBLY-RAW","Complete C9 Assembly","C9 Roofline Assembly — Raw Material Cost","C9 Derived Cost","linear_ft","linear_ft","1","","1.04","APPROXIMATE","","","","not_applicable","cost_rule","Essential / Good — The Essential | Classic / Better — The Classic | Premier / Best — The Premier","essential;classic;premier","christmas;C9;roofline;assembly;raw-material-cost;non-stock","","","","estimate_only_non_stock","","","Non-stock rule; approximate formula is socket wire $0.261 + 0.8 bulb × $0.6848 + 0.8 clip × ~$0.29 = $1.04084 per ft"
"VERIFIED_DERIVED","cost_rule","christmas","XMAS-C9-COGS-BUDGET","C9 Budgeted COGS","C9 Roofline Budgeted Material COGS","C9 Derived Cost","linear_ft","linear_ft","1","","1.15","BUDGET","","","","not_applicable","cost_rule","Essential / Good — The Essential | Classic / Better — The Classic | Premier / Best — The Premier","essential;classic;premier","christmas;C9;roofline;budgeted-COGS;waste-buffer;non-stock","","","","estimate_cogs_non_stock","","","Use for estimates instead of raw component sum; 250 ft = $287.50; never receive or count this as physical inventory"
"NEEDS_PHYSICAL_COUNT","inventory_item","christmas","XMAS-WIRE-GREEN-NOSOCKET","No-Socket Green Wire","Green No-Socket Extension Wire","Electrical","linear_ft","linear_ft","1","0.1935","0.1935","EXACT","","","","company_owned","checkout_return","Christmas — Shared Infrastructure","essential;classic;premier;shared","christmas;leased;company-owned;electrical;green-wire;no-socket;extension;shared;cut-to-job","Ewing","","","inventory_cost","","","Track bulk footage before cutting and customer-specific extension assemblies after cutting"
"NEEDS_PHYSICAL_COUNT","inventory_item","christmas","XMAS-PLUG-MALE-GREEN-10A","Male Plug 10A Green","Green Male Plug — 10A","Electrical","each","each","1","0.72","0.72","EXACT","","","","company_owned","checkout_return","Christmas — Shared Infrastructure","essential;classic;premier;shared","christmas;leased;company-owned;electrical;male-plug;10A;green;shared","Ewing","","","inventory_cost","","","Installed on reusable customer-specific extension assemblies; expect loss and damage attrition"
"NEEDS_PHYSICAL_COUNT","inventory_item","christmas","XMAS-PLUG-FEMALE-GREEN-10A","Female Plug 10A Green","Green Female Plug — 10A","Electrical","each","each","1","0.72","0.72","EXACT","","","","company_owned","checkout_return","Christmas — Shared Infrastructure","essential;classic;premier;shared","christmas;leased;company-owned;electrical;female-plug;10A;green;shared","Ewing","","","inventory_cost","","","Installed on reusable customer-specific extension assemblies; expect loss and damage attrition"
"NEEDS_PHYSICAL_COUNT","inventory_item","christmas","XMAS-TIMER-HD-DIGITAL-2","HD Outdoor Digital Timer 2-Outlet","Heavy-Duty Outdoor Digital Timer — 2 Outlet","Controls","each","each","1","27.00","27.00","EXACT","","","","company_owned","checkout_return","Christmas — Shared Infrastructure","essential;classic;premier;shared","christmas;leased;company-owned;control;digital-timer;outdoor;2-outlet;standard;shared","Ewing","","","inventory_cost","","","Standard Christmas timer; analog timers excluded unless later added as a separate SKU"
"NEEDS_PHYSICAL_COUNT","inventory_item","christmas","XMAS-GARLAND-PRELIT-9","9ft Pre-lit Garland","9-Foot Pre-Lit Garland","Greenery","each","each","1","90.00","90.00","APPROXIMATE","","","","company_owned","checkout_return","Premier / Best — The Premier","premier","christmas;leased;company-owned;greenery;garland;pre-lit;9-ft;premier","","","","inventory_cost","","","Unlit greenery excluded; inspect lights, frame, and foliage condition after takedown"
"NEEDS_PHYSICAL_COUNT","inventory_item","christmas","XMAS-WREATH-PRELIT-36-100","36in Pre-lit Wreath 100 LED","36-Inch Pre-Lit Wreath — 100 LED","Greenery","each","each","1","99.00","99.00","EXACT","","","","company_owned","checkout_return","Premier / Best — The Premier","premier","christmas;leased;company-owned;greenery;wreath;pre-lit;36-in;100-LED;premier","Ewing","","","inventory_cost","","","Track by size and inspect frame, foliage, lights, and hanging hardware after takedown"
